date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:33:51	125070/125070	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:33:53%20GMT	https://www.psicoresumenes.com/resumenes-psicologia-social	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-psicologia-social.html	(from https://www.psicoresumenes.com/materiales-de-psicologia-social.html)
04:33:52	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_41.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_41.png	(from https://www.psicoresumenes.com/materiales-de-psicologia-sujeto-y-aprendizaje.html)
04:33:52	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_46.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_46.png	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-3.html)
04:33:53	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_45.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_45.png	(from https://www.psicoresumenes.com/materiales-de-etica-y-deontologia.html)
04:33:53	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_43.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_43.png	(from https://www.psicoresumenes.com/materiales-de-metodos-y-tecnicas-cualitativas.html)
04:33:54	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_58.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_58.png	(from https://www.psicoresumenes.com/materiales-de-diseno-de-proyectos.html)
04:33:54	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_39.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_39.png	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:54	470/470	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:33:57%20GMT	https://www.psicoresumenes.com/resumenherclinica.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenherclinica.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:55	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:33:57%20GMT	https://www.psicoresumenes.com/biblioherclinica.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/biblioherclinica.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:55	514/514	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:33:57%20GMT	https://www.psicoresumenes.com/ppherrclinica.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/ppherrclinica.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:56	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2030%20Jun%202026%2007:33:59%20GMT	https://i.imgur.com/B68Gmr5.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/B68Gmr5.320.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:57	32626/32626	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2030%20Jun%202026%2007:33:59%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-del-test-de-rorschach	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-del-test-de-rorschach.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2030%20Jun%202026%2007:34:00%20GMT	https://i.imgur.com/o9mwbbO.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/o9mwbbO.322.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:59	166214/166214	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:00%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-de-wisc-v-escala-de-inteligencia-wechsler-para-ninos	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-de-wisc-v-escala-de-inteligencia-wechsler-para-ninos.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:33:59	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2030%20Jun%202026%2007:34:01%20GMT	https://i.imgur.com/MBP0rcG.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/MBP0rcG.324.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:34:00	158641/158641	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:02%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-del-test-gestaltico-visomotor-de-bender	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica/resumen-del-test-gestaltico-visomotor-de-bender.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:34:01	154131/154131	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:03%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-clinica.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-clinica.html)
04:34:01	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_40.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_40.png	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:02	466/466	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:04%20GMT	https://www.psicoresumenes.com/resumenherrsocial.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenherrsocial.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:02	478/478	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:04%20GMT	https://www.psicoresumenes.com/biblioherrsocial.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/biblioherrsocial.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:02	478/478	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:05%20GMT	https://www.psicoresumenes.com/pruebashersocial.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/pruebashersocial.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:03	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2030%20Jun%202026%2007:34:05%20GMT	https://i.imgur.com/daUk1xO.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/daUk1xO.32b.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:03	0/-1	---M--	302	error ('')			https://i.imgur.com/VJfKAJF.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/VJfKAJF.32d.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:03	33348/33348	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2030%20Jun%202026%2007:34:06%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-maceiras-j-y-bachino-n-2008-territorio-ambito-y-campo	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-maceiras-j-y-bachino-n-2008-territorio-ambito-y-campo.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:05	147675/147675	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:06%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:05	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2030%20Jun%202026%2007:34:07%20GMT	https://i.imgur.com/HE3ltkU.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/HE3ltkU.32f.delayed	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:06	171797/171797	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:08%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-inter	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:07	146925/146925	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:08%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social.html	(from https://www.psicoresumenes.com/materiales-de-herramientas-de-la-psicologia-social.html)
04:34:08	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_38.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_38.png	(from https://www.psicoresumenes.com/materiales-de-clinica-1-fundamentos-psicoanaliticos.html)
04:34:08	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_37.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_37.png	(from https://www.psicoresumenes.com/materiales-de-psicologia-y-salud.html)
04:34:08	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_44.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_44.png	(from https://www.psicoresumenes.com/materiales-de-metodos-y-tecnicas-cuantitativas.html)
04:34:09	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_47.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_47.png	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-4.html)
04:34:10	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_50.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_50.png	(from https://www.psicoresumenes.com/materiales-de-psicopatologia-clinica-de-adultos.html)
04:34:10	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_52.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_52.png	(from https://www.psicoresumenes.com/materiales-de-neuropsicologia.html)
04:34:11	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_49.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_49.png	(from https://www.psicoresumenes.com/materiales-de-clinica-2-teorias-y-tecnicas-intervenciones.html)
04:34:11	486/486	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:14%20GMT	https://www.psicoresumenes.com/biblioclinica2.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/biblioclinica2.html	(from https://www.psicoresumenes.com/materiales-de-clinica-2-teorias-y-tecnicas-intervenciones.html)
04:34:12	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_56.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_56.png	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-5.html)
04:34:12	422/422	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:14%20GMT	https://www.psicoresumenes.com/resarti5.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resarti5.html	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-5.html)
04:34:12	434/434	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:15%20GMT	https://www.psicoresumenes.com/pruebasarti5.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/pruebasarti5.html	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-5.html)
04:34:13	434/434	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:34:15%20GMT	https://www.psicoresumenes.com/biblioartiv.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/biblioartiv.html	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-5.html)
04:34:13	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_51.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_51.png	(from https://www.psicoresumenes.com/materiales-de-psicopatologia-clinica-de-infancia-y-adolescencia.html)
04:34:14	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_66.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_66.png	(from https://www.psicoresumenes.com/materiales-de-construccion-de-itinerario.html)
04:34:14	0/-1	---M--	302	error ('')			https://i.imgur.com/EuRLB6B.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/EuRLB6B.340.delayed	(from https://www.psicoresumenes.com/materiales-de-construccion-de-itinerario.html)
04:34:14	0/-1	---M--	302	error ('')			https://i.imgur.com/vndA03S.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/vndA03S.341.delayed	(from https://www.psicoresumenes.com/materiales-de-construccion-de-itinerario.html)
04:34:15	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_59.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_59.png	(from https://www.psicoresumenes.com/materiales-de-practica-de-integral-pedagogia-politica-territorio.html)
04:34:15	0/-1	---M--	302	error ('')			https://i.imgur.com/qnqUdLZ.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/qnqUdLZ.343.delayed	(from https://www.psicoresumenes.com/materiales-de-practica-de-integral-pedagogia-politica-territorio.html)
04:34:15	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_53.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_53.png	(from https://www.psicoresumenes.com/materiales-de-psicologia-y-educacion.html)
04:34:16	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_54.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_54.png	(from https://www.psicoresumenes.com/materiales-de-problematicas-contemporaneas-de-la-psicologia-social.html)
04:34:16	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_55.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_55.png	(from https://www.psicoresumenes.com/materiales-de-dispositivos-psicoterapeuticos.html)
04:34:16	0/-1	---M--	302	error ('')			https://i.imgur.com/dTic02Y.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/dTic02Y.347.delayed	(from https://www.psicoresumenes.com/materiales-de-dispositivos-psicoterapeuticos.html)
04:34:16	0/-1	---M--	302	error ('')			https://i.imgur.com/wpEArlT.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/wpEArlT.348.delayed	(from https://www.psicoresumenes.com/materiales-de-dispositivos-psicoterapeuticos.html)
04:34:16	0/-1	---M--	302	error ('')			https://i.imgur.com/fJlGd9N.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/fJlGd9N.349.delayed	(from https://www.psicoresumenes.com/materiales-de-dispositivos-psicoterapeuticos.html)
04:34:17	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_57.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_57.png	(from https://www.psicoresumenes.com/materiales-de-articulacion-de-saberes-6.html)
04:34:17	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_71.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_71.png	(from https://www.psicoresumenes.com/materiales-de-referencial-de-egreso.html)
04:34:17	0/-1	---M--	302	error ('')			https://i.imgur.com/EuRLB6B.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/EuRLB6B.34c.delayed	(from https://www.psicoresumenes.com/materiales-de-referencial-de-egreso.html)
04:34:17	0/-1	---M--	302	error ('')			https://i.imgur.com/vndA03S.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/vndA03S.34d.delayed	(from https://www.psicoresumenes.com/materiales-de-referencial-de-egreso.html)
04:34:18	0/-1	---M--	302	error ('')			https://i.imgur.com/dTic02Y.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/dTic02Y.34f.delayed	(from https://www.psicoresumenes.com/materiales-de-practica-de-graduacion-terapia-cognitivo-conductual-para-trastornos-internalizantes.html)
04:34:18	0/-1	---M--	302	error ('')			https://i.imgur.com/wpEArlT.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/wpEArlT.350.delayed	(from https://www.psicoresumenes.com/materiales-de-practica-de-graduacion-terapia-cognitivo-conductual-para-trastornos-internalizantes.html)
04:34:18	0/-1	---M--	302	error ('')			https://i.imgur.com/fJlGd9N.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/fJlGd9N.351.delayed	(from https://www.psicoresumenes.com/materiales-de-practica-de-graduacion-terapia-cognitivo-conductual-para-trastornos-internalizantes.html)
04:34:18	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_62.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_62.png	(from https://www.psicoresumenes.com/materiales-de-practica-de-graduacion-terapia-cognitivo-conductual-para-trastornos-internalizantes.html)
04:34:19	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_61.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_61.png	(from https://www.psicoresumenes.com/materiales-de-proyecto-de-graduacion-laboratorio-de-psicometria.html)
04:34:19	10389/10389	---M--	200	added ('OK')	image/png	etag:%226aeae449b60b519e74318d0ca8af625d%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_63.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/published/logo-servicios_63.png	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
04:34:20	0/-1	---M--	302	error ('')			https://i.imgur.com/hwuXbh6.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/hwuXbh6.355.delayed	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
04:34:20	0/-1	---M--	302	error ('')			https://i.imgur.com/dTic02Y.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/dTic02Y.356.delayed	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
04:34:20	0/-1	---M--	302	error ('')			https://i.imgur.com/wpEArlT.jpeg	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/wpEArlT.357.delayed	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
04:34:20	0/-1	---M--	302	error ('')			https://i.imgur.com/fJlGd9N.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/fJlGd9N.358.delayed	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
04:34:21	100882/100882	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Jun%202026%2007:34:22%20GMT	https://www.psicoresumenes.com/resumen-modelos-transdiagnosticos-psicopatologia-jovenes.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumen-modelos-transdiagnosticos-psicopatologia-jovenes.html	(from https://www.psicoresumenes.com/materiales-de-modelos-transdiagnosticos-psicopatologia-jovenes.html)
